ACCOUNT_ID,CUSTOMER_ID,ACCOUNT_TYPE,ACCOUNT_BALANCE,JOINT_ACCOUNT_HOLDER,BANKCARD,ONLINE_ACCESS,CARDNB,RTN
100553,553,SAV,1549,YES,NO ,NO ,340000000000009,103000017
100554,554,CHK,1540,NO ,YES,NO ,30310111161029,122101706
100555,555,CHK,1687.95,NO ,NO ,NO ,378282246310005,53000196
200555,555,SAV,1381.05,NO ,NO ,NO ,5383908528354960,124000737
100556,556,LN ,0,YES,NO ,NO ,5520111111111120,41001039
100557,557,CHK,243,NO ,YES,NO ,4146664390045450,113000023
100558,558,CHK,311,NO ,NO ,NO ,5383908528354960,51000017
100559,559,CHK,-6,NO ,NO ,NO ,30310111161029,26009593
100560,560,LN ,28,NO ,YES,NO ,180030951856201,52001633
100561,561,CHK,102,YES,NO ,NO ,4024-0071-2159-5481,71000505
100562,562,CHK,1022,NO ,NO ,NO ,378282246310005,11000138
100563,563,CHK,12120,NO ,NO ,NO ,4146664390045450,125000574
100564,564,LN ,-28848,NO ,NO ,NO ,6220264390045750,122400724
100565,565,SAV,161.15,NO ,YES,NO ,,121000358
200565,565,CHK,131.85,NO ,YES,NO ,340000000000009,11200608
100566,566,SAV,1402,NO ,NO ,NO ,378282246310005,71000505
100567,567,SAV,557,NO ,NO ,YES,4146-6643-9004-5458,52001633
100568,568,SAV,701,NO ,NO ,NO ,5285696282092970,11900571
100569,569,SAV,254,NO ,NO ,NO ,,31202084
100570,570,SAV,605,YES,NO ,NO ,4146 6643 9004 5458,41001039
200570,570,CHK,495,YES,NO ,NO ,4146 6643 9004 5458,63100277
100571,571,SAV,1180,YES,NO ,NO ,5169-7990-9185-4334,11900571
100572,572,SAV,6136,NO ,NO ,NO ,5285696282092970,122400724
100573,573,CHK,435,NO ,YES,NO ,,211672531
100574,574,CHK,3345,YES,YES,NO ,5462522444922680,53904483
100575,575,CHK,50580.2,YES,NO ,NO ,3528309518562060,54001204
200575,575,SAV,41383.8,YES,NO ,NO ,5462522444922680,123103716
100576,576,LN ,-263003,NO ,NO ,NO ,36111111111111,11200608
100577,577,CHK,31,YES,NO ,NO ,5520111111111120,73000176
100578,578,CHK,254,YES,NO ,NO ,340000000000009,81000032
100579,579,CHK,40861,NO ,NO ,NO ,3528309518562060,31202084
100580,580,LN ,-145,YES,NO ,NO ,30411111111111,123103716
100581,581,CHK,1148,YES,NO ,NO ,3530 1113 3330 0000,11900571
100582,582,SAV,778,NO ,NO ,NO ,30411111111111,111000025
100583,583,SAV,2697,NO ,YES,NO ,30510011111111,211672531
100584,584,SAV,258984,NO ,NO ,NO ,5383908528354960,51000017
100585,585,SAV,1140.7,YES,NO ,NO ,5169-7990-9185-4334,107000327
200585,585,CHK,933.3,YES,NO ,NO ,4024 0071 2159 5481,31202084
100586,586,SAV,0,NO ,YES,NO ,30210111161229,11900571
100587,587,SAV,2486,NO ,NO ,NO ,340000000000009,11400495
100588,588,LN ,2537,YES,NO ,NO ,,21200339
100589,589,CHK,4243,NO ,NO ,NO ,4146664390045450,123103716
100590,590,CHK,5170,YES,NO ,NO ,180030951856201,123002011
200590,590,SAV,4230,YES,NO ,NO ,5580977968891500,122400724
100591,591,CHK,1688,NO ,YES,NO ,5169799091854330,63100277
100507,507,SAV,11077,NO ,YES,NO ,30210111161229,125000024
100508,508,SAV,1362,YES,NO ,NO ,4024 0071 2159 5481,11200608
100509,509,SAV,2967,YES,NO ,NO ,6520224090045450,11900571
100510,510,SAV,11544.5,NO ,NO ,NO ,,63100277
200510,510,CHK,9445.5,NO ,NO ,NO ,3400 000000 00009,123103716
100511,511,SAV,1110,NO ,NO ,NO ,4146-6643-9004-5458,21300077
100512,512,LN ,7227,NO ,NO ,NO ,5383908528354960,125000574
100513,513,CHK,9889,YES,NO ,NO ,213130951856200,61000052
100514,514,CHK,-32686,NO ,NO ,NO ,213130951856200,111000025
100515,515,SAV,0,YES,YES,NO ,,61000052
200515,515,CHK,0,YES,YES,NO ,378282246310005,82000073
100516,516,SAV,12,NO ,NO ,NO ,5580977968891500,125000574
100517,517,SAV,47,NO ,YES,NO ,6520224090045450,11200608
100518,518,SAV,57,NO ,YES,NO ,3528309518562060,122400724
100519,519,SAV,530,NO ,YES,NO ,4024007121595480,53000196
100520,520,SAV,2193.95,YES,NO ,NO ,378282246310005,122400724
200520,520,CHK,1795.05,YES,NO ,NO ,5285696282092970,51000017
100521,521,SAV,4578,YES,NO ,NO ,,124101555
100522,522,CHK,690,NO ,YES,NO ,30310111161029,11000138
100523,523,CHK,1826,NO ,YES,NO ,6220264390045750,31202084
100524,524,LN ,2627,YES,NO ,NO ,30111111161229,123103716
100525,525,CHK,2293.5,NO ,NO ,NO ,3400-000000-00009,122400724
200525,525,SAV,1876.5,NO ,NO ,NO ,3400 000000 00009,125000024
100526,526,CHK,36,NO ,NO ,NO ,6520224090045450,64000020
100527,527,CHK,678,NO ,YES,NO ,5169799091854330,71000505
100613,613,CHK,2589,YES,NO ,NO ,,53904483
100614,614,CHK,4094,NO ,NO ,NO ,6011567891012130,63000047
100615,615,CHK,230.45,YES,NO ,NO ,5462522444922680,31202084
200615,615,SAV,188.55,YES,NO ,NO ,38111111111119,64000020
100616,616,LN ,776,YES,YES,NO ,30411111111111,82000073
100617,617,CHK,1864,YES,NO ,NO ,30210111161229,21300077
100618,618,CHK,2730,NO ,NO ,NO ,30111111161229,125000024
100619,619,CHK,472,NO ,NO ,NO ,5580977968891500,123103716
100620,620,LN ,573,YES,NO ,NO ,3528-3095-1856-2063,52001633
100621,621,CHK,28,YES,NO ,NO ,340000000000009,125000574
100622,622,CHK,324,NO ,NO ,NO ,180030951856201,21200339
100623,623,CHK,968,NO ,NO ,NO ,4024007121595480,11000138
100624,624,LN ,1460,NO ,NO ,YES,6220264390045750,53904483
100625,625,CHK,631.95,NO ,YES,NO ,4146-6643-9004-5458,101000035
200625,625,SAV,517.05,NO ,YES,NO ,5462522444922680,124101555
100626,626,CHK,13477,NO ,NO ,NO ,30011111111119,31202084
100627,627,CHK,11931,YES,NO ,NO ,3400 000000 00009,113000023
100628,628,LN ,450,NO ,YES,NO ,,101000035
100629,629,CHK,3943,YES,NO ,NO ,5169-7990-9185-4334,101000035
100630,630,SAV,-767.25,YES,NO ,NO ,30510011111111,211672531
200630,630,CHK,-627.75,YES,NO ,NO ,5580977968891500,111000025
100631,631,SAV,93,YES,NO ,NO ,5285696282092970,81000032
100632,632,SAV,840,NO ,NO ,NO ,38111111111119,31202084
100633,633,SAV,880,YES,NO ,YES,378282246310005,122101706
100634,634,SAV,273,NO ,NO ,NO ,5169 7990 9185 4334,81000032
100635,635,CHK,-20995.7,YES,NO ,NO ,4024007121595480,113000023
200635,635,SAV,-17178.3,YES,NO ,NO ,30011111111119,11400495
100636,636,LN ,115,NO ,YES,YES,6220264390045750,63000047
100637,637,CHK,468,NO ,NO ,NO ,180030951856201,123103716
100638,638,CHK,1343,YES,NO ,NO ,5383908528354960,323070380
100639,639,CHK,12597,NO ,NO ,YES,36111111111111,21000322
100640,640,LN ,330,YES,NO ,NO ,6520224090045450,101000035
100641,641,CHK,31092,YES,NO ,NO ,30310111161029,82000073
100642,642,CHK,14490,YES,NO ,NO ,5383908528354960,113000023
100643,643,CHK,22994,NO ,NO ,NO ,36111111111111,53904483
100644,644,LN ,40756,YES,NO ,NO ,30411111111111,123103716
100645,645,CHK,16541.25,NO ,NO ,NO ,38111111111119,21300077
200645,645,SAV,13533.75,NO ,NO ,NO ,30210111161229,121000358
100646,646,CHK,156,NO ,YES,NO ,6220264390045750,124101555
100647,647,CHK,0,NO ,YES,YES,,211672531
100648,648,LN ,3165,NO ,YES,NO ,4146 6643 9004 5458,71000505
100649,649,CHK,36,NO ,YES,NO ,30310111161029,71000505
100650,650,CHK,180.95,NO ,YES,NO ,3528-3095-1856-2063,26009593
200650,650,SAV,148.05,NO ,YES,NO ,,125000574
100651,651,SAV,3628,YES,YES,NO ,5383908528354960,123103716
100652,652,SAV,28756,YES,NO ,NO ,3400 000000 00009,124000737
100653,653,SAV,4216,NO ,NO ,NO ,4146 6643 9004 5458,81000032
100654,654,SAV,41,NO ,YES,YES,5169 7990 9185 4334,307070267
100655,655,SAV,169.95,NO ,NO ,NO ,5580977968891500,11900571
200655,655,CHK,139.05,NO ,NO ,NO ,4146 6643 9004 5458,307070267
100656,656,SAV,528,YES,NO ,NO ,36111111111111,41001039
100657,657,SAV,5548,NO ,YES,NO ,30310111161029,125000574
100658,658,SAV,507,YES,NO ,NO ,6520224090045450,123103716
100659,659,CHK,14258,NO ,NO ,NO ,3528-3095-1856-2063,21200339
100660,660,LN ,3516,NO ,YES,NO ,6220264390045750,82000073
100661,661,CHK,1384,NO ,NO ,NO ,5423111111111110,123103716
100662,662,CHK,10625,NO ,NO ,NO ,30310111161029,64000020
100663,663,CHK,22304,YES,NO ,NO ,3528309518562060,101100045
100664,664,SAV,4321,YES,NO ,NO ,3528309518562060,21000322
100665,665,SAV,3748.8,YES,YES,NO ,30210111161229,61000052
200665,665,CHK,3067.2,YES,YES,NO ,340000000000009,51000017
100666,666,SAV,32519,YES,NO ,NO ,3528309518562060,11400495
100667,667,SAV,381,NO ,NO ,NO ,3530 1113 3330 0000,51000017
100668,668,SAV,557,NO ,YES,NO ,5285696282092970,122101706
100669,669,SAV,643,NO ,NO ,NO ,340000000000009,73000176
100670,670,SAV,878.9,YES,NO ,NO ,180030951856201,111000025
200670,670,CHK,719.1,YES,NO ,NO ,,11400495
100671,671,CHK,-155,YES,NO ,NO ,,21200339
100672,672,LN ,341,YES,NO ,NO ,38111111111119,53000196
100673,673,CHK,1743,NO ,YES,NO ,6011567891012130,125000024
100674,674,CHK,1890,NO ,NO ,NO ,30111111161229,63000047
100675,675,CHK,1909.05,NO ,YES,YES,378282246310005,113000023
200675,675,SAV,1561.95,NO ,YES,YES,5423111111111110,54001204
100676,676,LN ,10598,NO ,NO ,NO ,30011111111119,11400495
100677,677,SAV,31286,YES,NO ,NO ,30510011111111,113000023
100592,592,SAV,234,NO ,YES,NO ,30210111161229,111000025
100593,593,SAV,604,NO ,NO ,NO ,30411111111111,64000020
100594,594,CHK,6644,NO ,NO ,NO ,30510011111111,101000035
100595,595,CHK,221.65,YES,NO ,NO ,340000000000009,51000017
200595,595,SAV,181.35,YES,NO ,NO ,4024 0071 2159 5481,121000358
100596,596,SAV,57,NO ,YES,NO ,4024007121595480,73000176
100597,597,SAV,951,NO ,NO ,NO ,6520224090045450,124101555
100598,598,SAV,26867,NO ,NO ,NO ,6520224090045450,125000574
100599,599,SAV,642,NO ,NO ,NO ,30510011111111,11000138
100600,600,SAV,2864.4,NO ,NO ,NO ,5169-7990-9185-4334,123103716
200600,600,CHK,2343.6,NO ,NO ,NO ,38111111111119,122101706
100601,601,SAV,76452,NO ,NO ,NO ,340000000000009,71103619
100602,602,SAV,4209,NO ,NO ,NO ,5169 7990 9185 4334,31202084
100603,603,SAV,38683,NO ,NO ,NO ,3400 000000 00009,63100277
100604,604,SAV,8804,NO ,NO ,NO ,5462522444922680,11400495
100605,605,SAV,438.9,NO ,NO ,NO ,,81904808
200605,605,CHK,359.1,NO ,NO ,NO ,5285696282092970,53904483
100606,606,SAV,10004,YES,NO ,NO ,30210111161229,21200339
100607,607,SAV,353,NO ,YES,NO ,36111111111111,71103619
100608,608,LN ,896,NO ,YES,NO ,5580977968891500,81904808
100609,609,CHK,2503,NO ,NO ,NO ,36111111111111,53904483
100610,610,CHK,2184.05,YES,NO ,NO ,4146664390045450,26009593
200610,610,SAV,1786.95,YES,NO ,NO ,,103000017
100611,611,CHK,41024,NO ,NO ,NO ,3400-000000-00009,107000327
100612,612,LN ,41,NO ,YES,NO ,5169799091854330,124101555
100700,700,LN ,5884,NO ,YES,NO ,5462522444922680,21000322
100701,701,CHK,10022,YES,NO ,NO ,5383908528354960,123103716
100702,702,CHK,46401,YES,NO ,NO ,5520111111111120,11200608
100703,703,CHK,1290,YES,NO ,NO ,5580977968891500,107000327
100704,704,LN ,24672,YES,NO ,NO ,30310111161029,211672531
100705,705,CHK,17248,NO ,NO ,NO ,340000000000009,124000737
200705,705,SAV,14112,NO ,NO ,NO ,5462522444922680,211672531
100706,706,CHK,9270,YES,NO ,NO ,4146-6643-9004-5458,51000017
100707,707,SAV,6492,NO ,YES,NO ,3528309518562060,53000196
100708,708,SAV,19121,NO ,NO ,NO ,,122101706
100709,709,SAV,2275,NO ,NO ,NO ,5169-7990-9185-4334,123103716
100710,710,CHK,0,NO ,YES,YES,38111111111119,53000196
200710,710,SAV,0,NO ,YES,YES,3400-000000-00009,122101706
100711,711,CHK,2194,NO ,YES,NO ,6220264390045750,307070267
100712,712,LN ,301,NO ,NO ,YES,36111111111111,11900571
100713,713,CHK,1152,NO ,NO ,NO ,5462522444922680,53000196
100714,714,CHK,3992,YES,NO ,NO ,4024-0071-2159-5481,101000035
100715,715,CHK,1856.8,YES,NO ,NO ,3400-000000-00009,61000052
200715,715,SAV,1519.2,YES,NO ,NO ,30411111111111,111000025
100716,716,LN ,718,YES,YES,NO ,3400 000000 00009,51000017
100717,717,CHK,21610,NO ,NO ,NO ,3528309518562060,113000023
100718,718,CHK,2912,NO ,NO ,YES,5423111111111110,101000035
100719,719,CHK,6363,NO ,NO ,NO ,3400 000000 00009,81904808
100720,720,LN ,14964,NO ,YES,NO ,6220264390045750,103000017
100721,721,SAV,-46300,NO ,NO ,NO ,5169 7990 9185 4334,41001039
100722,722,SAV,-133,YES,NO ,NO ,,82000073
100723,723,SAV,697,YES,NO ,NO ,3400 000000 00009,11000138
100724,724,SAV,1314,YES,NO ,NO ,5462522444922680,53000196
100725,725,SAV,3595.35,NO ,NO ,NO ,5462522444922680,71103619
200725,725,CHK,2941.65,NO ,NO ,NO ,5169 7990 9185 4334,61000052
100726,726,SAV,7944,NO ,NO ,NO ,5423111111111110,124101555
100727,727,SAV,16228,NO ,YES,NO ,30310111161029,11000138
100728,728,SAV,1168,NO ,YES,YES,5580977968891500,111000025
100729,729,SAV,3642,YES,NO ,NO ,340000000000009,21300077
100730,730,SAV,398.75,YES,NO ,NO ,5169-7990-9185-4334,41001039
200730,730,CHK,326.25,YES,NO ,NO ,3528309518562060,71000505
100731,731,SAV,6379,NO ,YES,NO ,36111111111111,101000035
100732,732,SAV,60757,NO ,NO ,NO ,5383908528354960,125000574
100733,733,SAV,2276,NO ,NO ,NO ,30111111161229,107000327
100734,734,SAV,187655,YES,NO ,NO ,,51000017
100735,735,SAV,1101.1,NO ,NO ,NO ,30210111161229,211672531
200735,735,CHK,900.9,NO ,NO ,NO ,3400-000000-00009,63100277
100736,736,SAV,1604,NO ,YES,YES,30510011111111,101000035
100737,737,SAV,8588,YES,NO ,NO ,,63100277
100738,738,CHK,15088,YES,NO ,NO ,3528309518562060,52001633
100739,739,CHK,9792,NO ,NO ,NO ,,41001039
100740,740,LN ,3287,YES,NO ,NO ,340000000000009,71103619
100741,741,CHK,1189,YES,NO ,NO ,5169 7990 9185 4334,124000737
100742,742,CHK,550,YES,NO ,NO ,30310111161029,61000052
100743,743,CHK,9527,NO ,YES,NO ,30111111161229,82000073
100744,744,LN ,431,NO ,YES,YES,30510011111111,31202084
100745,745,CHK,662.75,YES,NO ,YES,4146 6643 9004 5458,71000505
200745,745,SAV,542.25,YES,NO ,YES,6220264390045750,111000025
100746,746,CHK,2672,YES,NO ,NO ,30111111161229,123103716
100747,747,CHK,0,NO ,YES,YES,5169799091854330,11000138
100748,748,LN ,5817,YES,YES,YES,,21300077
100749,749,SAV,154,YES,NO ,NO ,4146 6643 9004 5458,11400495
100750,750,SAV,1725.9,NO ,YES,NO ,5169 7990 9185 4334,63000047
200750,750,CHK,1412.1,NO ,YES,NO ,4146664390045450,103000017
100751,751,SAV,551,YES,NO ,YES,340000000000009,53904483
100752,752,SAV,39114,NO ,NO ,NO ,38111111111119,11200365
100753,753,SAV,1863,YES,NO ,NO ,30310111161029,11000138
100754,754,SAV,2537,NO ,NO ,NO ,180030951856201,111000025
100755,755,SAV,2808.3,NO ,NO ,NO ,5520111111111120,82000073
200755,755,CHK,2297.7,NO ,NO ,NO ,5169 7990 9185 4334,125000024
100756,756,SAV,-1675,NO ,YES,NO ,6220264390045750,61000052
100757,757,SAV,25,NO ,YES,NO ,5169-7990-9185-4334,41001039
100758,758,SAV,1465,YES,NO ,NO ,5169 7990 9185 4334,122400724
100759,759,CHK,8450,YES,YES,NO ,,26009593
100760,760,LN ,10406,YES,NO ,NO ,5580977968891500,31202084
100761,761,CHK,20,NO ,YES,NO ,378282246310005,71214579
100762,762,CHK,2375,YES,NO ,NO ,3530 1113 3330 0000,125000574
100763,763,CHK,7086,YES,NO ,NO ,4146-6643-9004-5458,26009593
100764,764,SAV,470,NO ,NO ,NO ,6520224090045450,31202084
100765,765,SAV,17725.4,NO ,YES,NO ,,31202084
100678,678,SAV,198,NO ,NO ,YES,5285696282092970,11000138
100679,679,CHK,155,YES,NO ,NO ,5169-7990-9185-4334,51000017
100680,680,LN ,0,YES,NO ,NO ,30411111111111,123002011
100681,681,CHK,326,NO ,NO ,NO ,3528309518562060,82000073
100682,682,CHK,943,YES,NO ,NO ,4024 0071 2159 5481,82000073
100683,683,CHK,906,NO ,YES,NO ,3528309518562060,61000052
101701,1701,SAV,21613,YES,NO ,NO ,213130951856200,125000574
101702,1702,SAV,12420,NO ,YES,NO ,36111111111111,124101555
101703,1703,SAV,1511,YES,YES,YES,30510011111111,101100045
101704,1704,SAV,2686,YES,YES,NO ,5285696282092970,122400724
101705,1705,SAV,107875.9,YES,YES,NO ,30411111111111,122101706
201705,1705,CHK,88262.1,YES,YES,NO ,,52001633
101706,1706,SAV,12423,YES,NO ,NO ,3400-000000-00009,307070267
101707,1707,SAV,3060,YES,YES,NO ,6220264390045750,123103716
101708,1708,LN ,594,NO ,YES,NO ,30411111111111,11900571
101709,1709,CHK,2419,YES,NO ,YES,5285696282092970,81000032
101710,1710,CHK,788.7,NO ,YES,NO ,3400 000000 00009,122101706
201710,1710,SAV,645.3,NO ,YES,NO ,4024007121595480,11200365
101711,1711,CHK,30090,NO ,NO ,NO ,30210111161229,63000047
101712,1712,LN ,48212,YES,NO ,NO ,5169-7990-9185-4334,121000358
101713,1713,CHK,21535,YES,YES,YES,3400-000000-00009,125000574
101714,1714,CHK,19729,YES,YES,NO ,,11900571
101715,1715,CHK,17298.6,YES,NO ,NO ,5462522444922680,307070267
201715,1715,SAV,14153.4,YES,NO ,NO ,5383908528354960,123103716
101716,1716,LN ,719,YES,NO ,YES,3528-3095-1856-2063,63000047
101717,1717,CHK,4223,YES,YES,YES,6220264390045750,21300077
101718,1718,CHK,2678,NO ,YES,NO ,30111111161229,121000358
101719,1719,CHK,29102,YES,NO ,NO ,30210111161229,103000017
101720,1720,LN ,15124,NO ,YES,NO ,5520111111111120,41001039
101721,1721,CHK,13933,YES,YES,YES,4146 6643 9004 5458,63000047
101722,1722,SAV,5636,YES,NO ,NO ,5383908528354960,11000138
101723,1723,SAV,24904,NO ,NO ,NO ,38111111111119,71000505
101724,1724,SAV,44809,NO ,NO ,NO ,4146664390045450,64000020
101725,1725,SAV,39514.2,YES,YES,NO ,6011567891012130,124000737
201725,1725,CHK,32329.8,YES,YES,NO ,,11900571
101726,1726,CHK,296,YES,NO ,NO ,38111111111119,11200608
101727,1727,CHK,4096,NO ,YES,YES,5462522444922680,113000023
101728,1728,LN ,3362,NO ,YES,NO ,38111111111119,123103716
101729,1729,CHK,24949,NO ,NO ,NO ,30011111111119,101000035
101730,1730,CHK,17189.15,NO ,YES,NO ,4146-6643-9004-5458,307070267
201730,1730,SAV,14063.85,NO ,YES,NO ,30011111111119,81000032
101731,1731,CHK,-136,NO ,YES,YES,,122400724
101732,1732,LN ,2095,NO ,YES,YES,30210111161229,64000020
101733,1733,CHK,6317,YES,NO ,NO ,4024007121595480,123103716
101734,1734,CHK,16630,YES,NO ,NO ,4146-6643-9004-5458,51000017
101735,1735,CHK,12351.9,YES,YES,YES,3528-3095-1856-2063,122101706
201735,1735,SAV,10106.1,YES,YES,YES,5169799091854330,124000737
101736,1736,LN ,3248,YES,NO ,YES,5169799091854330,11900571
101737,1737,CHK,4712,NO ,YES,NO ,,122101706
101738,1738,CHK,9905,NO ,YES,NO ,30111111161229,82000073
101739,1739,CHK,2945,NO ,YES,NO ,30411111111111,125000024
101740,1740,SAV,433.95,YES,YES,NO ,5580977968891500,124101555
201740,1740,CHK,355.05,YES,YES,NO ,213130951856200,123103716
101741,1741,SAV,28988,YES,YES,NO ,5383908528354960,53904483
101742,1742,SAV,1655,YES,NO ,NO ,30510011111111,11200608
101743,1743,SAV,20493,NO ,NO ,NO ,3530 1113 3330 0000,63100277
101744,1744,SAV,120045,YES,NO ,NO ,4146-6643-9004-5458,125000574
101745,1745,SAV,20350.55,NO ,YES,NO ,5169-7990-9185-4334,125000574
201745,1745,CHK,16650.45,NO ,YES,NO ,378282246310005,11200608
101746,1746,SAV,643,YES,NO ,NO ,4146664390045450,122400724
101747,1747,SAV,2799,NO ,YES,YES,4146 6643 9004 5458,113000023
101748,1748,SAV,-68,NO ,YES,YES,3528309518562060,111000025
101749,1749,SAV,15312,NO ,YES,NO ,30210111161229,73000176
101750,1750,SAV,-22570.9,NO ,YES,NO ,5520111111111120,113000023
201750,1750,CHK,-18467.1,NO ,YES,NO ,30210111161229,21000322
101751,1751,SAV,4593,NO ,YES,NO ,6011567891012130,51000017
101752,1752,SAV,24742,YES,YES,NO ,30411111111111,11200365
101753,1753,SAV,1767,NO ,YES,YES,6520224090045450,21000322
101754,1754,SAV,10912,YES,YES,NO ,30310111161029,63000047
101755,1755,CHK,7513.55,NO ,NO ,NO ,4024007121595480,71103619
201755,1755,SAV,6147.45,NO ,NO ,NO ,30411111111111,11000138
101756,1756,LN ,305,NO ,YES,YES,4146 6643 9004 5458,211672531
101757,1757,CHK,9293,NO ,YES,NO ,4146-6643-9004-5458,11200365
101758,1758,CHK,24926,NO ,YES,NO ,,125000024
101759,1759,SAV,612,NO ,YES,YES,5285696282092970,123103716
101760,1760,SAV,-22293.7,NO ,YES,YES,5383908528354960,61000052
201760,1760,CHK,-18240.3,NO ,YES,YES,,11500010
101782,1782,CHK,34725,YES,NO ,NO ,,123103716
101783,1783,SAV,46891,NO ,YES,NO ,6220264390045750,51000017
101784,1784,SAV,9774,NO ,NO ,NO ,5520111111111120,31202084
101785,1785,SAV,2560.8,NO ,YES,YES,,81000032
201785,1785,CHK,2095.2,NO ,YES,YES,6011567891012130,211672531
101786,1786,CHK,5386,NO ,YES,YES,30210111161229,21000322
101787,1787,CHK,167996,YES,NO ,NO ,30011111111119,123103716
101788,1788,LN ,-10354,YES,YES,NO ,6011567891012130,31202084
101789,1789,CHK,2460,NO ,YES,NO ,6220264390045750,31202084
101790,1790,CHK,5207.4,NO ,YES,NO ,5462522444922680,101100045
201790,1790,SAV,4260.6,NO ,YES,NO ,4024 0071 2159 5481,71214579
101791,1791,CHK,1185,NO ,YES,NO ,38111111111119,51000017
101792,1792,SAV,3899,YES,NO ,YES,30310111161029,307070267
101793,1793,SAV,43011,YES,YES,NO ,38111111111119,64000020
101794,1794,SAV,33201,YES,NO ,NO ,6220264390045750,123103716
101795,1795,SAV,785.95,YES,YES,YES,5580977968891500,51000017
201795,1795,CHK,643.05,YES,YES,YES,4024007121595480,21200339
101796,1796,SAV,3494,NO ,YES,YES,,211672531
101797,1797,SAV,31035,NO ,YES,NO ,3528-3095-1856-2063,124000737
101798,1798,SAV,54661,YES,NO ,NO ,30310111161029,31202084
101799,1799,CHK,3430,YES,NO ,NO ,4146 6643 9004 5458,21200339
101800,1800,LN ,27283,YES,NO ,NO ,378282246310005,51000017
101801,1801,CHK,12430,YES,NO ,NO ,3400 000000 00009,11500010
101802,1802,CHK,52519,NO ,YES,NO ,,21300077
101803,1803,CHK,31844,YES,NO ,NO ,5169-7990-9185-4334,53000196
101804,1804,LN ,7776,YES,NO ,NO ,4024 0071 2159 5481,52001633
101805,1805,CHK,119499.05,YES,YES,NO ,6520224090045450,125000574
201805,1805,SAV,97771.95,YES,YES,NO ,4146-6643-9004-5458,101000035
101806,1806,CHK,3670,NO ,YES,NO ,3530 1113 3330 0000,124000737
101807,1807,CHK,5112,YES,YES,NO ,6011567891012130,31202084
101808,1808,LN ,26941,YES,YES,NO ,38111111111119,111000025
101809,1809,CHK,7729,NO ,YES,YES,6520224090045450,11200608
101810,1810,SAV,2801.15,YES,NO ,NO ,3400 000000 00009,123002011
201810,1810,CHK,2291.85,YES,NO ,NO ,5520111111111120,123103716
101811,1811,SAV,12436,NO ,YES,NO ,3400-000000-00009,54001204
101812,1812,SAV,5342,YES,NO ,NO ,4024007121595480,73000176
101813,1813,SAV,20790,NO ,YES,NO ,5580977968891500,11900571
101814,1814,SAV,2790,YES,YES,NO ,3400 000000 00009,53904483
101815,1815,SAV,4640.35,YES,YES,YES,30310111161029,125200879
201815,1815,CHK,3796.65,YES,YES,YES,3530 1113 3330 0000,125000024
101816,1816,SAV,48186,YES,YES,NO ,5520111111111120,63100277
101817,1817,CHK,-289,NO ,YES,YES,30411111111111,81904808
101818,1818,CHK,9658,YES,NO ,NO ,30310111161029,51000017
101819,1819,CHK,5574,YES,YES,YES,340000000000009,31202084
101820,1820,LN ,9035,YES,NO ,NO ,213130951856200,21300077
101821,1821,SAV,13032,YES,NO ,NO ,180030951856201,113000023
101822,1822,SAV,6073,YES,NO ,NO ,3400 000000 00009,113000023
101823,1823,SAV,1508,YES,YES,YES,,123103716
101824,1824,SAV,-2125,NO ,YES,NO ,5423111111111110,123103716
101825,1825,SAV,3182.3,NO ,YES,YES,5520111111111120,124101555
201825,1825,CHK,2603.7,NO ,YES,YES,5169-7990-9185-4334,81000032
101826,1826,SAV,20974,NO ,YES,NO ,30310111161029,54001204
101827,1827,SAV,27658,YES,YES,NO ,5423111111111110,51000017
101828,1828,SAV,10958,YES,NO ,NO ,30210111161229,21200339
101829,1829,SAV,22716,YES,YES,YES,6011567891012130,51000017
101830,1830,SAV,6700.1,YES,YES,NO ,30011111111119,61000052
201830,1830,CHK,5481.9,YES,YES,NO ,4146664390045450,11200365
101831,1831,SAV,14530,YES,NO ,NO ,36111111111111,51000017
101832,1832,SAV,7581,YES,YES,NO ,6011567891012130,21000322
101833,1833,SAV,14657,YES,NO ,NO ,30111111161229,53000196
101834,1834,SAV,72172,YES,NO ,NO ,4146664390045450,111000025
101835,1835,SAV,7300.7,YES,YES,NO ,6520224090045450,11400495
201835,1835,CHK,5973.3,YES,YES,NO ,30210111161229,103000017
101836,1836,SAV,3439,NO ,YES,NO ,5580977968891500,11500010
101837,1837,SAV,75678,NO ,YES,NO ,4024-0071-2159-5481,123103716
101838,1838,SAV,50759,YES,NO ,NO ,6011567891012130,101000035
101839,1839,SAV,11288,YES,YES,NO ,5462522444922680,121000358
101840,1840,SAV,6851.9,NO ,YES,YES,5169799091854330,21000322
201840,1840,CHK,5606.1,NO ,YES,YES,38111111111119,123103716
101841,1841,CHK,32730,YES,YES,NO ,30111111161229,124000737
101842,1842,CHK,17617,YES,YES,NO ,340000000000009,31202084
101843,1843,CHK,43562,YES,NO ,NO ,6220264390045750,307070267
101844,1844,LN ,14793,YES,NO ,NO ,30210111161229,73000176
101845,1845,CHK,-1111,NO ,YES,NO ,5169 7990 9185 4334,323070380
201845,1845,SAV,-909,NO ,YES,NO ,4146 6643 9004 5458,41001039
101761,1761,SAV,28773,YES,YES,NO ,6220264390045750,323070380
101762,1762,SAV,868,NO ,YES,YES,4024 0071 2159 5481,51000017
101763,1763,SAV,10960,YES,NO ,YES,4146 6643 9004 5458,51000017
